Start,End,Speaker,Start in s,End in s
221.12903225806454,221.26485568760611,SPEAKER_11,0:03:41.129032,0:03:41.264856
221.70628183361632,221.9100169779287,SPEAKER_11,0:03:41.706282,0:03:41.910017
223.01358234295418,225.1528013582343,Helen,0:03:43.013582,0:03:45.152801
223.06451612903228,223.13242784380307,SPEAKER_09,0:03:43.064516,0:03:43.132428
225.5942275042445,232.1816638370119,Helen,0:03:45.594228,0:03:52.181664
232.82682512733447,234.55857385398983,Helen,0:03:52.826825,0:03:54.558574
235.7130730050934,238.34465195246182,Frederic,0:03:55.713073,0:03:58.344652
239.29541595925298,242.3514431239389,Frederic,0:03:59.295416,0:04:02.351443
243.40407470288628,245.509337860781,Helen,0:04:03.404075,0:04:05.509338
245.6621392190153,248.7181663837012,Helen,0:04:05.662139,0:04:08.718166
249.63497453310697,252.062818336163,Helen,0:04:09.634975,0:04:12.062818
252.87775891341258,256.9864176570459,Helen,0:04:12.877759,0:04:16.986418
258.37860780984727,259.5500848896435,Frederic,0:04:18.378608,0:04:19.550085
259.77079796264854,267.00339558573853,Frederic,0:04:19.770798,0:04:27.003396
267.258064516129,270.1273344651953,Frederic,0:04:27.258065,0:04:30.127334
271.8421052631579,279.31239388794563,Helen,0:04:31.842105,0:04:39.312394
280.6366723259763,283.13242784380304,Helen,0:04:40.636672,0:04:43.132428
283.42105263157896,283.9134125636673,Helen,0:04:43.421053,0:04:43.913413
284.5415959252971,289.39728353140913,Helen,0:04:44.541596,0:04:49.397284
289.77079796264854,291.0950764006791,Helen,0:04:49.770798,0:04:51.095076
292.91171477079797,296.3073005093379,Helen,0:04:52.911715,0:04:56.307301
297.1392190152801,302.0967741935484,Helen,0:04:57.139219,0:05:02.096774
302.16468590831926,307.258064516129,Helen,0:05:02.164686,0:05:07.258065
307.49575551782686,316.7147707979626,Frederic,0:05:07.495756,0:05:16.714771
316.8505942275043,317.00339558573853,Helen,0:05:16.850594,0:05:17.003396
317.97113752122243,321.5874363327674,Helen,0:05:17.971138,0:05:21.587436
321.8081494057725,323.2852292020374,Frederic,0:05:21.808149,0:05:23.285229
323.2852292020374,325.339558573854,Helen,0:05:23.285229,0:05:25.339559
325.7130730050934,327.29202037351445,Helen,0:05:25.713073,0:05:27.292020
328.5653650254669,331.96095076400684,Helen,0:05:28.565365,0:05:31.960951
332.6400679117148,335.49235993208833,Helen,0:05:32.640068,0:05:35.492360
336.69779286926996,340.8064516129033,Helen,0:05:36.697793,0:05:40.806452
342.3174872665535,344.0831918505943,Helen,0:05:42.317487,0:05:44.083192
345.0339558573854,349.9235993208829,Helen,0:05:45.033956,0:05:49.923599
350.8064516129033,354.13412563667237,Helen,0:05:50.806452,0:05:54.134126
355.8319185059423,358.75212224108657,Frederic,0:05:55.831919,0:05:58.752122
358.8200339558574,359.2784380305603,Frederic,0:05:58.820034,0:05:59.278438
359.5670628183361,362.38539898132433,Frederic,0:05:59.567063,0:06:02.385399
362.87775891341255,364.5415959252971,Frederic,0:06:02.877759,0:06:04.541596
365.81494057724956,371.24787775891343,Frederic,0:06:05.814941,0:06:11.247878
371.45161290322585,373.6078098471986,Frederic,0:06:11.451613,0:06:13.607810
374.47368421052636,376.6808149405773,Helen,0:06:14.473684,0:06:16.680815
376.78268251273346,381.8590831918506,Helen,0:06:16.782683,0:06:21.859083
382.9456706281834,388.54838709677426,Helen,0:06:22.945671,0:06:28.548387
389.3803056027165,392.96264855687605,Helen,0:06:29.380306,0:06:32.962649
393.3191850594228,394.30390492359936,Helen,0:06:33.319185,0:06:34.303905
394.47368421052636,395.5432937181664,Helen,0:06:34.473684,0:06:35.543294
396.5449915110356,416.6468590831919,Frederic,0:06:36.544992,0:06:56.646859
397.3089983022071,397.5127334465195,Helen,0:06:37.308998,0:06:37.512733
416.7317487266554,418.0220713073005,Frederic,0:06:56.731749,0:06:58.022071
418.0220713073005,418.05602716468593,Helen,0:06:58.022071,0:06:58.056027
418.05602716468593,418.0730050933786,Frederic,0:06:58.056027,0:06:58.073005
418.5653650254669,420.5517826825128,Helen,0:06:58.565365,0:07:00.551783
421.24787775891343,423.64176570458403,Narrator,0:07:01.247878,0:07:03.641766
424.1680814940578,425.8828522920204,SPEAKER_11,0:07:04.168081,0:07:05.882852
424.660441426146,425.7979626485569,Frederic,0:07:04.660441,0:07:05.797963
425.7979626485569,425.848896434635,Helen,0:07:05.797963,0:07:05.848896
425.8828522920204,426.0016977928693,Helen,0:07:05.882852,0:07:06.001698
426.0016977928693,426.46010186757223,Frederic,0:07:06.001698,0:07:06.460102
427.88624787775893,458.66723259762307,Frederic,0:07:07.886248,0:07:38.667233
441.9779286926995,442.2665534804754,SPEAKER_00,0:07:21.977929,0:07:22.266553
459.3803056027165,468.786078098472,Helen,0:07:39.380306,0:07:48.786078
462.50424448217325,462.8607809847199,Frederic,0:07:42.504244,0:07:42.860781
470.02546689303904,470.5517826825128,Frederic,0:07:50.025467,0:07:50.551783
471.0101867572156,472.50424448217325,Frederic,0:07:51.010187,0:07:52.504244
472.6061120543294,480.3480475382004,Frederic,0:07:52.606112,0:08:00.348048
481.044142614601,507.20713073005095,Frederic,0:08:01.044143,0:08:27.207131
488.955857385399,489.125636672326,SPEAKER_11,0:08:08.955857,0:08:09.125637
507.80135823429544,513.590831918506,Helen,0:08:27.801358,0:08:33.590832
513.7775891341257,519.8896434634974,Helen,0:08:33.777589,0:08:39.889643
521.3497453310697,523.5568760611206,Frederic,0:08:41.349745,0:08:43.556876
526.2224108658743,533.2003395585739,Frederic,0:08:46.222411,0:08:53.200340
534.490662139219,538.9898132427843,Helen,0:08:54.490662,0:08:58.989813
539.5500848896434,542.5891341256367,Helen,0:08:59.550085,0:09:02.589134
543.7436332767402,549.1595925297113,Frederic,0:09:03.743633,0:09:09.159593
549.4312393887947,551.0271646859082,Frederic,0:09:09.431239,0:09:11.027165
552.062818336163,554.7113752122241,Helen,0:09:12.062818,0:09:14.711375
555.2886247877759,558.0050933786079,Helen,0:09:15.288625,0:09:18.005093
558.3786078098472,562.0288624787777,Helen,0:09:18.378608,0:09:22.028862
562.7249575551782,576.018675721562,Frederic,0:09:22.724958,0:09:36.018676
577.0033955857386,578.7181663837011,Frederic,0:09:37.003396,0:09:38.718166
580.1782682512733,585.4074702886248,Narrator,0:09:40.178268,0:09:45.407470
593.251273344652,595.0,Narrator,0:09:53.251273,0:09:55
596.578947368421,598.5993208828522,Narrator,0:09:56.578947,0:09:58.599321
599.9915110356537,604.2869269949067,Narrator,0:09:59.991511,0:10:04.286927
606.1035653650254,614.0492359932089,Narrator,0:10:06.103565,0:10:14.049236
616.0356536502547,632.4872665534804,Narrator,0:10:16.035654,0:10:32.487267
633.6247877758913,639.1595925297113,Narrator,0:10:33.624788,0:10:39.159593
641.6553480475382,648.1748726655348,Narrator,0:10:41.655348,0:10:48.174873
649.3293718166383,672.4193548387098,Narrator,0:10:49.329372,0:11:12.419355
673.5568760611206,676.5449915110357,Narrator,0:11:13.556876,0:11:16.544992
677.8862478777589,681.1969439728352,Narrator,0:11:17.886248,0:11:21.196944
681.9269949066213,685.3225806451612,Narrator,0:11:21.926995,0:11:25.322581
686.018675721562,691.213921901528,Narrator,0:11:26.018676,0:11:31.213922
692.3853989813242,701.4346349745331,Narrator,0:11:32.385399,0:11:41.434635
702.7589134125637,704.4736842105262,Narrator,0:11:42.758913,0:11:44.473684
706.3412563667232,708.6332767402378,Narrator,0:11:46.341256,0:11:48.633277
709.0067911714771,710.2292020373513,Narrator,0:11:49.006791,0:11:50.229202
710.8404074702887,711.9779286926996,Narrator,0:11:50.840407,0:11:51.977929
714.0831918505942,720.6027164685909,Frederic,0:11:54.083192,0:12:00.602716
722.1477079796266,728.8370118845501,Frederic,0:12:02.147708,0:12:08.837012
730.1782682512733,735.6281833616299,Frederic,0:12:10.178268,0:12:15.628183
735.7979626485569,741.4516129032259,Frederic,0:12:15.797963,0:12:21.451613
735.899830220713,736.2224108658743,Helen,0:12:15.899830,0:12:16.222411
742.3344651952461,747.0543293718167,Helen,0:12:22.334465,0:12:27.054329
748.5823429541597,751.7741935483871,Helen,0:12:28.582343,0:12:31.774194
752.23259762309,756.6468590831919,Helen,0:12:32.232598,0:12:36.646859
758.2937181663838,773.760611205433,Narrator,0:12:38.293718,0:12:53.760611
773.8794567062819,773.9134125636672,Narrator,0:12:53.879457,0:12:53.913413
774.2699490662139,782.5551782682512,Narrator,0:12:54.269949,0:13:02.555178
783.7266553480476,797.9202037351442,Narrator,0:13:03.726655,0:13:17.920204
799.3633276740238,820.365025466893,Narrator,0:13:19.363328,0:13:40.365025
